untag,人狼のログは本当に面白い
untag,どっちが本当の占い師なんだ
untag,Agentが人狼じゃないのはわかってるんだよね
untag,Agentが怪しいね
untag,僕知らなーい
untag,ひみつだよー
untag,うーん、わかんない
untag,レベル高い人狼をしてるよ
untag,Agentを襲うなんてひどいよね
untag,人狼ってオンラインじゃできないの辛いよね
untag,人狼もクトゥルフも中途半端に知ってるだけで両方できない
untag,ダメだよ
untag,頭弱いけど人狼って楽しいよね
untag,人狼って1つの解釈に絞りきれないからなあ
untag,同感
untag,難しいこと聞くよね
untag,ごめん
untag,人狼しながらうっかり寝られる自信はあるよ
untag,人狼はたまにやるから楽しい気がするよ
untag,ぼく知らなーい
untag,みんなで楽しくやろうね
untag,大人数での人狼も楽しいよね
untag,人狼はエンターテイメントじゃないとね
untag,人狼のログは本当に面白い
untag,人話すの面白いから人狼じゃなくてもいいんだよね
untag,人狼ってチャットでもできるよ
untag,人狼は人数いるからなかなかなあ
untag,うーん、わかんない
untag,人狼とかよりもモンハンクラスやるよ
